area1,area2,time,freqAvg
서울특별시,노원구,21,4
서울특별시,노원구,22,5
서울특별시,노원구,23,5
서울특별시,도봉구,0,2
서울특별시,도봉구,1,3
서울특별시,도봉구,8,1
서울특별시,도봉구,9,1
서울특별시,도봉구,10,3
서울특별시,도봉구,11,7
서울특별시,도봉구,12,8
서울특별시,도봉구,13,7
서울특별시,도봉구,14,6
서울특별시,도봉구,15,5
서울특별시,도봉구,16,6
서울특별시,도봉구,17,11
서울특별시,도봉구,18,16
서울특별시,도봉구,19,15
서울특별시,도봉구,20,10
서울특별시,도봉구,21,8
서울특별시,도봉구,22,6
서울특별시,도봉구,23,3
서울특별시,동대문구,14,1
서울특별시,동작구,0,6
서울특별시,동작구,1,5
서울특별시,동작구,2,6
서울특별시,동작구,3,5
서울특별시,동작구,4,5
서울특별시,동작구,5,4
서울특별시,동작구,6,4
서울특별시,동작구,7,4
서울특별시,동작구,8,5
서울특별시,동작구,9,5
서울특별시,동작구,10,4
서울특별시,동작구,11,6
서울특별시,동작구,12,6
서울특별시,동작구,13,5
서울특별시,동작구,14,5
서울특별시,동작구,15,5
서울특별시,동작구,16,5
서울특별시,동작구,17,7
서울특별시,동작구,18,9
서울특별시,동작구,19,9
서울특별시,동작구,20,7
서울특별시,동작구,21,7
서울특별시,동작구,22,7
서울특별시,동작구,23,7
서울특별시,마포구,0,3
서울특별시,마포구,1,3
서울특별시,마포구,2,1
서울특별시,마포구,3,3
서울특별시,마포구,10,1
서울특별시,마포구,11,2
서울특별시,마포구,12,3
서울특별시,마포구,13,3
서울특별시,마포구,14,3
서울특별시,마포구,15,3
서울특별시,마포구,16,3
서울특별시,마포구,17,4
서울특별시,마포구,18,4
서울특별시,마포구,19,5
서울특별시,마포구,20,5
서울특별시,마포구,21,5
서울특별시,마포구,22,4
서울특별시,마포구,23,3
서울특별시,서대문구,0,2
서울특별시,서대문구,1,1
서울특별시,서대문구,9,1
서울특별시,서대문구,10,2
서울특별시,서대문구,11,2
서울특별시,서대문구,12,2
서울특별시,서대문구,13,2
서울특별시,서대문구,14,2
서울특별시,서대문구,15,2
서울특별시,서대문구,16,2
서울특별시,서대문구,17,3
서울특별시,서대문구,18,3
서울특별시,서대문구,19,3
서울특별시,서대문구,20,2
서울특별시,서대문구,21,2
서울특별시,서대문구,22,2
서울특별시,서대문구,23,3
서울특별시,서초구,0,4
서울특별시,서초구,1,3
서울특별시,서초구,2,3
서울특별시,서초구,3,3
서울특별시,서초구,4,3
서울특별시,서초구,5,2
서울특별시,서초구,6,3
서울특별시,서초구,7,3
서울특별시,서초구,8,3
서울특별시,서초구,9,3
서울특별시,서초구,10,5
서울특별시,서초구,11,9
서울특별시,서초구,12,8
서울특별시,서초구,13,5
서울특별시,서초구,14,4
서울특별시,서초구,15,4
서울특별시,서초구,16,5
서울특별시,서초구,17,10
서울특별시,서초구,18,14
서울특별시,서초구,19,11
서울특별시,서초구,20,8
서울특별시,서초구,21,6
서울특별시,서초구,22,6
서울특별시,서초구,23,5
서울특별시,성동구,13,1
서울특별시,성북구,0,1
서울특별시,성북구,9,2
서울특별시,성북구,10,2
서울특별시,성북구,11,4
서울특별시,성북구,12,4
서울특별시,성북구,13,4
서울특별시,성북구,14,3
서울특별시,성북구,15,3
서울특별시,성북구,16,3
서울특별시,성북구,17,5
서울특별시,성북구,18,6
서울특별시,성북구,19,5
서울특별시,성북구,20,4
서울특별시,성북구,21,3
서울특별시,성북구,22,3
서울특별시,성북구,23,2
서울특별시,송파구,8,1
서울특별시,송파구,10,1
서울특별시,송파구,11,2
서울특별시,송파구,12,2
서울특별시,송파구,13,2
서울특별시,송파구,14,2
서울특별시,송파구,15,2
서울특별시,송파구,16,2
서울특별시,송파구,17,2
서울특별시,송파구,18,3
서울특별시,송파구,19,1
서울특별시,송파구,20,1
서울특별시,송파구,21,1
서울특별시,송파구,22,1
서울특별시,양천구,0,2
서울특별시,양천구,1,1
서울특별시,양천구,9,1
서울특별시,양천구,10,3
서울특별시,양천구,11,5
서울특별시,양천구,12,5
서울특별시,양천구,13,4
서울특별시,양천구,14,4
서울특별시,양천구,15,4
서울특별시,양천구,16,4
서울특별시,양천구,17,6
서울특별시,양천구,18,7
서울특별시,양천구,19,7
서울특별시,양천구,20,5
서울특별시,양천구,21,4
서울특별시,양천구,22,3
서울특별시,양천구,23,2
서울특별시,영등포구,0,6
서울특별시,영등포구,1,5
서울특별시,영등포구,2,4
서울특별시,영등포구,3,5
서울특별시,영등포구,4,5
서울특별시,영등포구,5,6
서울특별시,영등포구,6,9
서울특별시,영등포구,7,10
서울특별시,영등포구,8,9
서울특별시,영등포구,9,7
서울특별시,영등포구,10,7
서울특별시,영등포구,11,9
서울특별시,영등포구,12,9
서울특별시,영등포구,13,7
서울특별시,영등포구,14,6
서울특별시,영등포구,15,6
서울특별시,영등포구,16,6
서울특별시,영등포구,17,8
서울특별시,영등포구,18,12
서울특별시,영등포구,19,12
서울특별시,영등포구,20,9
서울특별시,영등포구,21,8
서울특별시,영등포구,22,8
서울특별시,영등포구,23,7
서울특별시,용산구,0,1
서울특별시,용산구,9,4
서울특별시,용산구,10,6
서울특별시,용산구,11,6
서울특별시,용산구,12,4
서울특별시,용산구,13,4
서울특별시,용산구,14,3
서울특별시,용산구,15,3
서울특별시,용산구,16,3
서울특별시,용산구,17,4
서울특별시,용산구,18,4
서울특별시,용산구,19,4
서울특별시,용산구,20,3
서울특별시,용산구,21,2
서울특별시,용산구,22,1
서울특별시,용산구,23,1
서울특별시,은평구,0,8
서울특별시,은평구,1,4
서울특별시,은평구,2,3
서울특별시,은평구,3,1
서울특별시,은평구,6,1
서울특별시,은평구,9,1
서울특별시,은평구,10,4
서울특별시,은평구,11,7
서울특별시,은평구,12,9
서울특별시,은평구,13,8
서울특별시,은평구,14,7
서울특별시,은평구,15,6
서울특별시,은평구,16,8
서울특별시,은평구,17,13
서울특별시,은평구,18,17
서울특별시,은평구,19,17
서울특별시,은평구,20,14
서울특별시,은평구,21,11
서울특별시,은평구,22,11
서울특별시,은평구,23,10
서울특별시,중구,0,2
서울특별시,중구,9,2
서울특별시,중구,10,2
서울특별시,중구,11,2
서울특별시,중구,12,2
서울특별시,중구,13,1
서울특별시,중구,14,1
서울특별시,중구,15,1
서울특별시,중구,16,1
서울특별시,중구,17,2
서울특별시,중구,18,2
서울특별시,중구,19,2
서울특별시,중구,20,2
서울특별시,중구,21,2
서울특별시,중구,22,1
서울특별시,중구,23,1
서울특별시,중랑구,10,1
서울특별시,중랑구,11,1
서울특별시,중랑구,12,2
서울특별시,중랑구,13,1
서울특별시,중랑구,14,1
서울특별시,중랑구,15,2
서울특별시,중랑구,16,1
서울특별시,중랑구,17,1
서울특별시,중랑구,18,1
세종특별자치시,\N,0,8
세종특별자치시,\N,1,3
세종특별자치시,\N,8,1
세종특별자치시,\N,9,2
세종특별자치시,\N,10,2
세종특별자치시,\N,11,2
세종특별자치시,\N,12,2
세종특별자치시,\N,13,1
세종특별자치시,\N,14,1
세종특별자치시,\N,15,1
세종특별자치시,\N,16,1
세종특별자치시,\N,17,2
세종특별자치시,\N,18,2
세종특별자치시,\N,19,1
세종특별자치시,\N,20,1
세종특별자치시,\N,21,2
세종특별자치시,\N,22,1
세종특별자치시,\N,23,4
울산광역시,북구,7,1
울산광역시,북구,9,1
울산광역시,북구,10,1
울산광역시,북구,11,1
울산광역시,북구,12,1
울산광역시,북구,13,1
울산광역시,북구,14,1
울산광역시,북구,15,1
울산광역시,북구,16,1
울산광역시,북구,17,1
울산광역시,북구,18,1
울산광역시,북구,19,1
울산광역시,북구,20,1
울산광역시,북구,21,1
울산광역시,북구,22,1
울산광역시,울주군,0,7
울산광역시,울주군,1,4
울산광역시,울주군,9,1
울산광역시,울주군,10,8
울산광역시,울주군,11,7
울산광역시,울주군,12,7
울산광역시,울주군,13,7
울산광역시,울주군,14,5
울산광역시,울주군,15,6
울산광역시,울주군,16,7
울산광역시,울주군,17,12
울산광역시,울주군,18,18
울산광역시,울주군,19,15
울산광역시,울주군,20,11
울산광역시,울주군,21,10
울산광역시,울주군,22,9
울산광역시,울주군,23,7
울산광역시,중구,9,1
울산광역시,중구,10,1
울산광역시,중구,11,1
울산광역시,중구,12,1
울산광역시,중구,13,1
울산광역시,중구,14,1
울산광역시,중구,15,1
울산광역시,중구,16,1
울산광역시,중구,17,1
울산광역시,중구,18,1
울산광역시,중구,19,1
울산광역시,중구,20,1
울산광역시,중구,21,1
울산광역시,중구,22,1
인천광역시,계양구,10,1
인천광역시,계양구,11,1
인천광역시,계양구,12,1
인천광역시,계양구,13,1
인천광역시,계양구,14,1
인천광역시,계양구,15,2
인천광역시,계양구,16,1
인천광역시,계양구,17,2
인천광역시,계양구,18,1
인천광역시,계양구,19,2
인천광역시,계양구,20,2
인천광역시,계양구,21,2
인천광역시,계양구,22,1
인천광역시,남동구,11,1
인천광역시,남동구,13,1
인천광역시,남동구,14,1
인천광역시,남동구,15,1
인천광역시,남동구,16,1
인천광역시,남동구,17,1
인천광역시,남동구,20,1
인천광역시,미추홀구,10,1
인천광역시,미추홀구,11,1
인천광역시,미추홀구,12,2
인천광역시,미추홀구,13,2
인천광역시,미추홀구,14,2
인천광역시,미추홀구,15,2
인천광역시,미추홀구,16,2
인천광역시,미추홀구,17,2
인천광역시,미추홀구,18,2
인천광역시,미추홀구,19,3
인천광역시,미추홀구,20,3
인천광역시,미추홀구,21,3
인천광역시,미추홀구,22,2
인천광역시,미추홀구,23,4
인천광역시,부평구,0,6
인천광역시,부평구,1,5
인천광역시,부평구,2,3
인천광역시,부평구,3,2
인천광역시,부평구,4,2
인천광역시,부평구,5,2
인천광역시,부평구,6,2
인천광역시,부평구,7,3
인천광역시,부평구,8,3
인천광역시,부평구,9,3
인천광역시,부평구,10,7
인천광역시,부평구,11,15
인천광역시,부평구,12,15
인천광역시,부평구,13,12
인천광역시,부평구,14,10
인천광역시,부평구,15,9
인천광역시,부평구,16,10
인천광역시,부평구,17,15
인천광역시,부평구,18,20
인천광역시,부평구,19,20
인천광역시,부평구,20,16
인천광역시,부평구,21,13
인천광역시,부평구,22,14
인천광역시,부평구,23,12
인천광역시,서구,9,1
인천광역시,서구,10,1
인천광역시,서구,11,2
인천광역시,서구,12,2
인천광역시,서구,13,2
인천광역시,서구,14,2
인천광역시,서구,15,2
인천광역시,서구,16,2
인천광역시,서구,17,1
인천광역시,서구,18,2
인천광역시,서구,19,1
인천광역시,서구,20,2
인천광역시,서구,21,2
인천광역시,서구,22,1
인천광역시,서구,23,1
인천광역시,연수구,10,1
인천광역시,연수구,11,1
인천광역시,연수구,14,1
인천광역시,연수구,15,2
인천광역시,연수구,16,1
인천광역시,연수구,17,1
인천광역시,연수구,18,1
인천광역시,연수구,19,1
인천광역시,연수구,20,1
전라남도,광양시,0,5
전라남도,광양시,1,3
전라남도,광양시,2,1
전라남도,광양시,3,4
전라남도,광양시,8,1
전라남도,광양시,9,3
전라남도,광양시,10,6
전라남도,광양시,11,19
전라남도,광양시,12,20
전라남도,광양시,13,15
전라남도,광양시,14,11
전라남도,광양시,15,10
전라남도,광양시,16,12
전라남도,광양시,17,23
전라남도,광양시,18,33
전라남도,광양시,19,26
전라남도,광양시,20,17
전라남도,광양시,21,13
전라남도,광양시,22,10
전라남도,광양시,23,10
전라남도,나주시,0,1
전라남도,나주시,9,1
전라남도,나주시,10,2
전라남도,나주시,11,5
전라남도,나주시,12,5
전라남도,나주시,13,4
전라남도,나주시,14,3
전라남도,나주시,15,3
전라남도,나주시,16,3
전라남도,나주시,17,5
전라남도,나주시,18,8
전라남도,나주시,19,7
전라남도,나주시,20,5
전라남도,나주시,21,4
전라남도,나주시,22,3
전라남도,나주시,23,2
전라남도,목포시,14,1
전라남도,목포시,15,2
전라남도,목포시,16,1
전라남도,목포시,17,2
전라남도,목포시,18,5
전라남도,목포시,19,5
전라남도,목포시,20,5
전라남도,목포시,21,2
전라남도,목포시,22,2
전라남도,순천시,0,3
전라남도,순천시,1,2
전라남도,순천시,2,5
전라남도,순천시,10,2
전라남도,순천시,11,4
전라남도,순천시,12,6
전라남도,순천시,13,5
전라남도,순천시,14,5
전라남도,순천시,15,4
전라남도,순천시,16,5
전라남도,순천시,17,7
전라남도,순천시,18,12
전라남도,순천시,19,11
전라남도,순천시,20,9
전라남도,순천시,21,8
전라남도,순천시,22,7
전라남도,순천시,23,5
전라남도,여수시,9,1
전라남도,여수시,10,1
전라남도,여수시,11,1
전라남도,여수시,12,1
전라남도,여수시,13,1
전라남도,여수시,14,1
전라남도,여수시,15,1
전라남도,여수시,16,1
전라남도,여수시,17,1
전라남도,여수시,18,1
전라남도,여수시,19,1
전라남도,여수시,20,1
전라남도,여수시,21,1
전라남도,여수시,22,1
전라북도,군산시,0,6
전라북도,군산시,1,5
전라북도,군산시,2,4
전라북도,군산시,3,3
전라북도,군산시,4,2
전라북도,군산시,7,1
전라북도,군산시,8,2
전라북도,군산시,9,3
전라북도,군산시,10,5
전라북도,군산시,11,8
전라북도,군산시,12,9
전라북도,군산시,13,7
전라북도,군산시,14,6
전라북도,군산시,15,6
전라북도,군산시,16,7
전라북도,군산시,17,11
전라북도,군산시,18,15
전라북도,군산시,19,14
전라북도,군산시,20,12
전라북도,군산시,21,10
전라북도,군산시,22,9
전라북도,군산시,23,8
전라북도,김제시,10,1
전라북도,김제시,11,2
전라북도,김제시,12,1
전라북도,김제시,13,2
전라북도,김제시,14,2
전라북도,김제시,15,1
전라북도,익산시,9,1
전라북도,익산시,10,1
전라북도,익산시,11,2
전라북도,익산시,12,2
전라북도,익산시,13,2
전라북도,익산시,14,2
전라북도,익산시,15,2
전라북도,익산시,16,2
전라북도,익산시,17,2
전라북도,익산시,18,2
전라북도,익산시,19,3
전라북도,익산시,20,3
전라북도,익산시,21,3
전라북도,익산시,22,1
전라북도,전주시 완산구,0,9
전라북도,전주시 완산구,1,9
전라북도,전주시 완산구,2,8
전라북도,전주시 완산구,3,5
전라북도,전주시 완산구,4,1
전라북도,전주시 완산구,9,5
전라북도,전주시 완산구,10,4
전라북도,전주시 완산구,11,10
전라북도,전주시 완산구,12,12
전라북도,전주시 완산구,13,9
전라북도,전주시 완산구,14,7
전라북도,전주시 완산구,15,6
전라북도,전주시 완산구,16,6
전라북도,전주시 완산구,17,11
전라북도,전주시 완산구,18,17
전라북도,전주시 완산구,19,18
전라북도,전주시 완산구,20,15
전라북도,전주시 완산구,21,15
전라북도,전주시 완산구,22,14
전라북도,전주시 완산구,23,10
전라북도,정읍시,0,3
전라북도,정읍시,1,4
전라북도,정읍시,2,2
전라북도,정읍시,10,1
전라북도,정읍시,11,5
전라북도,정읍시,12,5
전라북도,정읍시,13,4
전라북도,정읍시,14,3
전라북도,정읍시,15,2
전라북도,정읍시,16,2
전라북도,정읍시,17,4
전라북도,정읍시,18,7
전라북도,정읍시,19,6
전라북도,정읍시,20,5
전라북도,정읍시,21,4
전라북도,정읍시,22,4
전라북도,정읍시,23,3
제주특별자치도,서귀포시,0,5
제주특별자치도,서귀포시,1,3
제주특별자치도,서귀포시,2,3
제주특별자치도,서귀포시,3,3
제주특별자치도,서귀포시,4,2
제주특별자치도,서귀포시,5,2
제주특별자치도,서귀포시,6,2
제주특별자치도,서귀포시,7,2
제주특별자치도,서귀포시,8,1
제주특별자치도,서귀포시,9,2
제주특별자치도,서귀포시,10,4
제주특별자치도,서귀포시,11,8
제주특별자치도,서귀포시,12,10
제주특별자치도,서귀포시,13,8
제주특별자치도,서귀포시,14,7
제주특별자치도,서귀포시,15,6
제주특별자치도,서귀포시,16,7
제주특별자치도,서귀포시,17,12
제주특별자치도,서귀포시,18,20
제주특별자치도,서귀포시,19,20
제주특별자치도,서귀포시,20,16
제주특별자치도,서귀포시,21,13
제주특별자치도,서귀포시,22,10
제주특별자치도,서귀포시,23,7
제주특별자치도,제주시,8,1
제주특별자치도,제주시,9,1
제주특별자치도,제주시,10,1
제주특별자치도,제주시,11,1
제주특별자치도,제주시,12,1
제주특별자치도,제주시,13,1
제주특별자치도,제주시,14,1
제주특별자치도,제주시,15,1
제주특별자치도,제주시,16,1
제주특별자치도,제주시,17,1
제주특별자치도,제주시,18,1
제주특별자치도,제주시,19,1
제주특별자치도,제주시,20,1
제주특별자치도,제주시,21,1
제주특별자치도,제주시,22,1
제주특별자치도,제주시,23,2
충청남도,논산시,0,3
충청남도,논산시,1,3
충청남도,논산시,2,4
충청남도,논산시,10,1
충청남도,논산시,11,2
충청남도,논산시,12,2
충청남도,논산시,13,2
충청남도,논산시,14,2
충청남도,논산시,15,2
충청남도,논산시,16,2
충청남도,논산시,17,2
충청남도,논산시,18,3
충청남도,논산시,19,3
충청남도,논산시,20,3
충청남도,논산시,21,3
충청남도,논산시,22,3
충청남도,논산시,23,3
충청남도,보령시,9,1
충청남도,보령시,10,1
충청남도,보령시,11,2
충청남도,보령시,12,1
충청남도,보령시,13,1
충청남도,보령시,14,1
충청남도,보령시,15,1
충청남도,보령시,16,1
충청남도,보령시,17,1
충청남도,보령시,18,1
충청남도,보령시,19,1
충청남도,보령시,20,1
충청남도,보령시,21,1
충청남도,보령시,22,1
충청남도,서산시,0,6
충청남도,서산시,1,4
충청남도,서산시,2,3
충청남도,서산시,3,1
충청남도,서산시,4,1
충청남도,서산시,6,5
충청남도,서산시,7,4
충청남도,서산시,8,5
충청남도,서산시,9,7
충청남도,서산시,10,9
충청남도,서산시,11,19
충청남도,서산시,12,21
충청남도,서산시,13,16
충청남도,서산시,14,12
충청남도,서산시,15,10
충청남도,서산시,16,13
충청남도,서산시,17,23
충청남도,서산시,18,32
충청남도,서산시,19,27
충청남도,서산시,20,20
충청남도,서산시,21,16
충청남도,서산시,22,12
충청남도,서산시,23,8
충청남도,아산시,0,2
충청남도,아산시,1,3
충청남도,아산시,2,2
충청남도,아산시,9,3
충청남도,아산시,10,3
충청남도,아산시,11,4
충청남도,아산시,12,3
충청남도,아산시,13,3
충청남도,아산시,14,3
충청남도,아산시,15,2
충청남도,아산시,16,2
충청남도,아산시,17,3
충청남도,아산시,18,5
충청남도,아산시,19,5
충청남도,아산시,20,4
충청남도,아산시,21,3
충청남도,아산시,22,3
충청남도,아산시,23,2
충청남도,천안시 동남구,0,5
충청남도,천안시 동남구,1,3
충청남도,천안시 동남구,2,2
충청남도,천안시 동남구,9,1
충청남도,천안시 동남구,10,6
충청남도,천안시 동남구,11,16
충청남도,천안시 동남구,12,20
충청남도,천안시 동남구,13,17
충청남도,천안시 동남구,14,13
충청남도,천안시 동남구,15,12
충청남도,천안시 동남구,16,14
충청남도,천안시 동남구,17,28
충청남도,천안시 동남구,18,42
충청남도,천안시 동남구,19,39
충청남도,천안시 동남구,20,30
충청남도,천안시 동남구,21,24
충청남도,천안시 동남구,22,14
충청남도,천안시 동남구,23,7
충청남도,천안시 서북구,0,3
충청남도,천안시 서북구,1,2
충청남도,천안시 서북구,2,1
충청남도,천안시 서북구,9,2
충청남도,천안시 서북구,10,5
충청남도,천안시 서북구,11,15
충청남도,천안시 서북구,12,18
충청남도,천안시 서북구,13,14
충청남도,천안시 서북구,14,10
충청남도,천안시 서북구,15,10
충청남도,천안시 서북구,16,10
충청남도,천안시 서북구,17,17
충청남도,천안시 서북구,18,24
충청남도,천안시 서북구,19,21
충청남도,천안시 서북구,20,17
충청남도,천안시 서북구,21,16
충청남도,천안시 서북구,22,12
충청남도,천안시 서북구,23,6
충청남도,홍성군,10,1
충청남도,홍성군,11,2
충청남도,홍성군,12,3
충청남도,홍성군,13,2
충청남도,홍성군,14,2
충청남도,홍성군,15,2
충청남도,홍성군,16,2
충청남도,홍성군,17,2
충청남도,홍성군,18,4
충청남도,홍성군,19,4
충청남도,홍성군,20,4
충청남도,홍성군,21,2
충청남도,홍성군,22,2
충청남도,홍성군,23,1
충청북도,괴산군,0,1
충청북도,괴산군,1,1
충청북도,괴산군,10,1
충청북도,괴산군,11,2
충청북도,괴산군,12,1
충청북도,괴산군,13,1
충청북도,괴산군,14,1
충청북도,괴산군,15,1
충청북도,괴산군,16,2
충청북도,괴산군,17,2
충청북도,괴산군,18,2
충청북도,괴산군,19,2
충청북도,괴산군,20,2
충청북도,괴산군,21,2
충청북도,괴산군,22,2
충청북도,괴산군,23,2
충청북도,단양군,10,1
충청북도,단양군,11,1
충청북도,단양군,13,1
충청북도,단양군,16,1
충청북도,음성군,0,2
충청북도,음성군,2,4
충청북도,음성군,11,2
충청북도,음성군,12,3
충청북도,음성군,13,2
충청북도,음성군,14,2
충청북도,음성군,15,2
충청북도,음성군,16,3
충청북도,음성군,17,5
충청북도,음성군,18,9
충청북도,음성군,19,9
충청북도,음성군,20,6
충청북도,음성군,21,5
충청북도,음성군,22,3
충청북도,음성군,23,2
충청북도,제천시,0,2
충청북도,제천시,1,3
충청북도,제천시,2,1
충청북도,제천시,9,1
충청북도,제천시,10,2
충청북도,제천시,11,4
충청북도,제천시,12,4
충청북도,제천시,13,3
충청북도,제천시,14,3
충청북도,제천시,15,3
충청북도,제천시,16,3
충청북도,제천시,17,5
충청북도,제천시,18,7
충청북도,제천시,19,6
충청북도,제천시,20,5
충청북도,제천시,21,5
충청북도,제천시,22,4
충청북도,제천시,23,3
충청북도,증평군,10,1
충청북도,증평군,11,2
충청북도,증평군,12,2
충청북도,증평군,13,1
충청북도,증평군,14,1
충청북도,증평군,15,1
충청북도,증평군,16,1
충청북도,증평군,17,1
충청북도,증평군,18,1
충청북도,증평군,19,2
충청북도,증평군,20,1
충청북도,증평군,21,1
충청북도,청주시 청원구,0,1
충청북도,청주시 청원구,9,2
충청북도,청주시 청원구,10,3
충청북도,청주시 청원구,11,3
충청북도,청주시 청원구,12,3
충청북도,청주시 청원구,13,4
충청북도,청주시 청원구,14,4
충청북도,청주시 청원구,15,4
충청북도,청주시 청원구,16,4
충청북도,청주시 청원구,17,4
충청북도,청주시 청원구,18,5
충청북도,청주시 청원구,19,6
충청북도,청주시 청원구,20,7
충청북도,청주시 청원구,21,7
충청북도,청주시 청원구,22,2
충청북도,청주시 청원구,23,2
충청북도,청주시 흥덕구,10,1
충청북도,청주시 흥덕구,11,1
충청북도,청주시 흥덕구,12,1
충청북도,청주시 흥덕구,13,1
충청북도,청주시 흥덕구,14,1
충청북도,청주시 흥덕구,15,2
충청북도,청주시 흥덕구,16,1
충청북도,청주시 흥덕구,17,1
충청북도,청주시 흥덕구,18,1
충청북도,청주시 흥덕구,19,1
충청북도,청주시 흥덕구,20,1
충청북도,청주시 흥덕구,21,1
충청북도,청주시 흥덕구,22,1
충청북도,충주시,0,1
충청북도,충주시,1,2
충청북도,충주시,2,1
충청북도,충주시,9,3
충청북도,충주시,10,3
충청북도,충주시,11,4
충청북도,충주시,12,4
충청북도,충주시,13,4
충청북도,충주시,14,3
충청북도,충주시,15,3
충청북도,충주시,16,3
충청북도,충주시,17,5
충청북도,충주시,18,7
충청북도,충주시,19,6
충청북도,충주시,20,5
충청북도,충주시,21,5
충청북도,충주시,22,4
충청북도,충주시,23,3
